,source,target,weight
1664,133,108,3
1665,133,123,3
1666,133,137,4
1667,133,155,5
1668,133,156,3
1669,134,79,3
1670,134,82,4
1671,134,135,3
1672,134,157,5
1673,134,158,3
1674,134,195,3
1675,134,202,4
1676,134,205,5
1677,134,210,4
1678,135,12,3
1679,135,66,4
1680,135,75,4
1681,135,77,4
1682,135,84,3
1683,135,85,3
1684,135,86,3
1685,135,134,5
1686,135,138,3
1687,135,139,3
1688,135,144,3
1689,135,149,3
1690,135,157,5
1691,135,161,3
1692,135,174,3
1693,135,176,3
1694,135,184,3
1695,135,185,3
1696,135,196,3
1697,135,202,4
1698,135,205,3
1699,135,210,4
1700,135,214,3
1701,135,216,3
1702,136,14,3
1703,136,36,4
1704,136,109,3
1705,136,121,3
1706,136,127,3
1707,136,133,3
1708,136,137,5
1709,136,170,3
1710,136,171,5
1711,137,23,3
1712,137,52,3
1713,137,109,3
1714,137,129,4
1715,137,133,3
1716,137,136,3
1717,137,171,3
1718,137,203,4
1719,137,217,3
1720,138,47,4
1721,138,92,4
1722,138,94,3
1723,138,95,3
1724,138,115,3
1725,138,147,5
1726,138,151,5
1727,138,154,4
1728,138,161,3
1729,138,168,3
1730,138,172,3
1731,138,173,3
1732,138,174,3
1733,139,38,3
1734,139,80,3
1735,139,83,5
1736,139,85,3
1737,139,126,3
1738,139,144,3
1739,139,145,4
1740,139,152,3
1741,139,156,5
1742,139,162,3
1743,139,169,4
1744,139,176,3
1745,139,181,4
1746,139,184,5
1747,139,185,5
1748,139,193,3
1749,139,209,3
1750,139,214,3
1751,140,7,5
1752,140,14,3
1753,140,19,3
1754,140,45,3
1755,140,53,3
1756,140,113,3
1757,140,117,4
1758,140,125,3
1759,140,156,3
1760,141,24,3
1761,141,47,4
1762,141,70,3
1763,141,71,4
1764,141,72,3
1765,141,85,3
1766,141,88,3
1767,141,94,3
1768,141,98,3
1769,141,128,5
1770,141,143,3
1771,141,161,4
1772,141,163,4
1773,141,164,3
1774,141,165,3
1775,141,166,5
1776,141,167,5
1777,142,85,3
1778,142,143,5
1779,142,165,4
1780,142,194,3
1781,143,71,3
1782,143,85,3
1783,143,95,4
1784,143,142,5
1785,143,194,5
1786,144,41,3
1787,144,56,3
1788,144,126,3
1789,144,139,3
1790,144,145,5
1791,144,150,3
1792,144,152,3
1793,144,156,3
1794,144,161,4
1795,144,176,3
1796,144,180,4
1797,144,181,4
1798,144,182,5
1799,144,183,4
1800,144,184,4
1801,144,185,4
1802,144,195,4
1803,144,209,3
1804,144,214,3
1805,145,41,3
1806,145,62,3
1807,145,65,3
1808,145,70,3
1809,145,83,3
1810,145,98,3
1811,145,139,3
1812,145,144,5
1813,145,152,3
1814,145,156,3
1815,145,169,3
1816,145,180,3
1817,145,181,4
1818,145,182,5
1819,145,183,5
1820,145,184,3
1821,145,185,3
1822,145,209,3
1823,145,214,3
1824,146,41,3
1825,146,47,3
1826,146,48,3
1827,146,55,3
1828,146,56,4
1829,146,57,4
1830,146,58,5
1831,146,59,3
1832,146,61,3
1833,146,62,3
1834,146,63,3
1835,146,64,5
1836,146,70,3
1837,146,172,3
1838,147,31,3
1839,147,46,4
1840,147,47,4
1841,147,70,3
1842,147,73,4
1843,147,92,5
1844,147,93,5
1845,147,95,3
1846,147,96,4
1847,147,115,3
1848,147,138,5
1849,147,151,4
1850,147,161,4
1851,147,167,3
1852,147,170,3
1853,147,172,4
1854,147,175,3
1855,147,177,3
1856,148,17,3
1857,148,24,4
1858,148,38,3
1859,148,46,4
1860,148,50,4
1861,148,51,3
1862,148,52,4
1863,148,54,3
1864,148,57,3
1865,148,62,3
1866,148,70,5
1867,148,100,3
1868,148,115,3
1869,148,127,4
1870,148,163,4
1871,148,178,3
1872,148,179,3
1873,149,64,4
1874,149,65,3
1875,149,67,3
1876,149,71,5
1877,149,103,3
1878,149,150,3
1879,149,169,3
1880,149,212,5
1881,149,216,3
1882,150,15,3
1883,150,41,4
1884,150,63,5
1885,150,64,3
1886,150,65,3
1887,150,66,3
1888,150,121,4
1889,150,126,3
1890,150,144,3
1891,150,149,3
1892,150,156,5
1893,150,165,3
1894,150,185,3
1895,150,212,5
1896,150,216,3
1897,151,78,3
1898,151,138,3
1899,151,153,3
1900,151,154,3
1901,151,158,3
1902,151,161,3
1903,151,168,5
1904,151,172,3
1905,151,173,3
1906,151,174,3
1907,151,175,3
1908,151,176,3
1909,152,139,3
1910,152,144,3
1911,152,145,3
1912,152,180,4
1913,152,181,4
1914,152,182,3
1915,152,183,3
1916,152,184,3
1917,152,185,3
1918,153,76,4
1919,153,82,3
1920,153,138,3
1921,153,151,3
1922,153,154,5
1923,153,173,3
1924,153,189,3
1925,153,190,3
1926,154,82,4
1927,154,95,5
1928,154,138,3
1929,154,151,3
1930,154,153,5
1931,154,168,3
1932,154,174,4
1933,154,190,3
1934,155,87,3
1935,155,133,3
1936,155,148,3
1937,156,71,4
1938,156,139,3
1939,156,144,3
1940,156,150,3
1941,156,178,4
1942,156,184,4
1943,156,185,3
1944,156,193,3
1945,157,66,3
1946,157,134,3
1947,157,158,5
1948,157,202,4
1949,157,205,4
1950,157,208,3
1951,157,210,5
1952,158,29,3
1953,158,30,3
1954,158,64,4
1955,158,85,3
1956,158,134,4
1957,158,137,3
1958,158,138,3
1959,158,151,5
1960,158,157,4
1961,158,169,3
1962,158,172,3
1963,158,196,3
1964,158,214,4
1965,159,45,3
1966,159,127,3
1967,160,10,3
1968,160,15,4
1969,160,17,3
1970,160,18,5
1971,160,20,4
1972,161,46,3
1973,161,48,3
1974,161,88,4
1975,161,138,5
1976,161,141,4
1977,161,144,5
1978,161,147,3
1979,161,151,5
1980,161,156,3
1981,161,164,3
1982,161,166,3
1983,161,167,5
1984,161,169,3
1985,161,172,3
1986,161,178,4
1987,162,54,3
1988,162,72,5
1989,162,73,4
1990,162,89,3
1991,162,131,3
1992,162,139,3
1993,162,190,4
1994,162,193,3
1995,163,24,4
1996,163,41,3
1997,163,47,5
1998,163,73,4
1999,163,92,3
2000,163,93,3
2001,163,98,3
2002,163,115,3
2003,163,127,5
2004,163,138,3
2005,163,141,3
2006,163,148,3
2007,163,149,3
2008,163,165,3
2009,163,170,3
2010,163,172,4
2011,164,69,4
2012,164,85,5
2013,164,134,3
2014,164,141,3
2015,164,143,5
2016,164,144,3
2017,164,156,3
2018,164,168,4
2019,164,174,4
2020,164,176,4
2021,164,190,5
2022,164,194,4
2023,165,61,4
2024,165,62,4
2025,165,63,3
2026,165,70,3
2027,165,73,4
2028,165,85,3
2029,165,115,4
2030,165,142,5
2031,165,150,3
2032,165,156,3
2033,165,163,3
2034,165,169,3
2035,165,170,3
2036,165,186,3
2037,165,195,4
2038,165,212,3
2039,166,47,3
2040,166,71,3
2041,166,72,3
2042,166,73,3
2043,166,85,3
2044,166,94,4
2045,166,95,3
2046,166,125,5
2047,166,126,3
2048,166,141,5
2049,166,142,3
2050,166,143,3
2051,166,156,4
2052,166,161,3
2053,166,164,3
2054,166,167,5
2055,166,169,3
2056,166,172,3
2057,166,175,3
2058,166,178,3
2059,166,184,3
2060,166,186,3
2061,166,193,4
2062,167,41,3
2063,167,47,3
2064,167,61,3
2065,167,62,3
2066,167,70,3
2067,167,71,3
2068,167,94,4
2069,167,125,3
2070,167,128,4
2071,167,141,5
2072,167,143,3
2073,167,161,5
2074,167,166,5
2075,167,169,3
2076,167,172,3
2077,167,175,4
2078,167,178,3
2079,167,194,3
2080,168,78,3
2081,168,81,4
2082,168,138,3
2083,168,151,5
2084,168,154,3
2085,168,172,3
2086,168,173,3
2087,168,174,4
2088,168,175,3
2089,168,176,5
2090,168,186,3
2091,168,187,3
2092,168,188,3
2093,168,190,4
2094,168,193,3
2095,168,195,3
2096,168,205,3
2097,169,41,5
2098,169,52,3
2099,169,53,3
2100,169,61,4
2101,169,62,5
2102,169,67,4
2103,169,70,3
2104,169,73,5
2105,169,78,3
2106,169,81,3
2107,169,82,3
2108,169,83,4
2109,169,85,4
2110,169,98,3
2111,169,120,3
2112,169,126,3
2113,169,128,3
2114,169,139,3
2115,169,144,4
2116,169,145,5
2117,169,149,5
2118,169,151,3
2119,169,156,3
2120,169,157,3
2121,169,161,4
2122,169,162,3
2123,169,165,5
2124,169,168,3
2125,169,176,3
2126,169,178,3
2127,169,185,3
2128,169,190,4
2129,169,215,5
2130,170,50,3
2131,170,54,3
2132,170,62,5
2133,170,73,3
2134,170,92,4
2135,170,96,3
2136,170,115,5
2137,170,116,5
2138,170,121,5
2139,170,138,3
2140,170,165,3
2141,170,179,3
2142,171,36,3
2143,171,37,3
2144,171,98,3
2145,171,120,3
2146,171,136,5
2147,171,137,4
2148,171,188,3
2149,171,199,3
2150,171,203,3
2151,172,41,4
2152,172,47,3
2153,172,70,3
2154,172,92,4
2155,172,131,4
2156,172,138,3
2157,172,151,4
2158,172,163,3
2159,172,166,3
2160,172,167,3
2161,172,170,3
2162,172,175,5
2163,172,186,5
2164,173,36,3
2165,173,46,3
2166,173,76,3
2167,173,78,4
2168,173,81,3
2169,173,115,4
2170,173,138,3
2171,173,151,4
2172,173,153,3
2173,173,154,3
2174,173,168,5
2175,173,172,3
2176,173,174,5
2177,173,187,3
2178,173,188,3
2179,174,78,3
2180,174,79,3
2181,174,80,3
2182,174,81,4
2183,174,151,4
2184,174,154,4
2185,174,168,3
2186,174,173,3
2187,174,176,4
2188,174,188,4
2189,174,190,3
2190,174,195,3
2191,174,205,3
2192,175,92,3
2193,175,93,3
2194,175,94,3
2195,175,141,3
2196,175,151,4
2197,175,166,3
2198,175,172,5
2199,175,186,5
2200,176,78,4
2201,176,81,4
2202,176,126,3
2203,176,139,3
2204,176,144,5
2205,176,151,4
2206,176,154,4
2207,176,156,4
2208,176,164,3
2209,176,165,3
2210,176,168,5
2211,176,169,3
2212,176,173,3
2213,176,174,4
2214,176,175,3
2215,176,185,3
2216,176,186,3
2217,176,188,3
2218,176,190,4
2219,176,195,5
2220,177,47,3
2221,177,68,3
2222,177,92,4
2223,177,93,4
2224,177,96,4
2225,177,115,3
2226,177,147,4
2227,177,163,3
2228,177,170,3
2229,178,41,3
2230,178,65,3
2231,178,71,3
2232,178,92,3
2233,178,94,3
2234,178,150,3
2235,178,156,5
2236,178,161,3
2237,178,166,3
2238,178,184,4
2239,178,193,4
2240,179,2,3
2241,179,17,3
2242,179,19,4
2243,179,20,3
2244,179,24,3
2245,179,32,3
2246,179,36,3
2247,179,50,4
2248,179,51,3
2249,179,54,3
2250,179,70,3
2251,179,73,5
2252,179,118,4
2253,179,120,4
2254,179,121,3
2255,179,127,3
2256,179,148,3
2257,179,160,3
2258,179,163,3
2259,179,165,3
2260,179,170,3
2261,179,201,3
2262,180,126,4
2263,180,139,3
2264,180,144,5
2265,180,145,4
2266,180,152,5
2267,180,156,3
2268,180,181,5
2269,180,182,4
2270,180,183,3
2271,180,184,4
2272,180,195,3
2273,180,209,3
2274,180,214,3
2275,181,126,3
2276,181,139,3
2277,181,144,3
2278,181,145,3
2279,181,152,3
2280,181,156,3
2281,181,180,5
2282,181,182,3
2283,181,184,5
2284,181,185,4
2285,181,195,3
2286,181,209,3
2287,181,214,3
2288,182,65,3
2289,182,139,4
2290,182,144,3
2291,182,145,5
2292,182,180,3
2293,182,181,3
2294,182,183,3
2295,182,184,3
2296,182,185,3
2297,182,195,3
2298,182,209,3
2299,183,41,3
2300,183,65,4
2301,183,66,3
2302,183,126,3
2303,183,139,3
2304,183,144,5
2305,183,145,5
2306,183,152,3
2307,183,169,3
2308,183,174,3
2309,183,180,3
2310,183,181,3
2311,183,182,5
2312,183,184,4
2313,183,185,4
2314,183,195,3
2315,183,209,3
2316,183,214,3
2317,184,41,3
2318,184,54,2
2319,184,65,2
2320,184,71,2
2321,184,73,3
2322,184,76,2
2323,184,79,2
2324,184,81,2
2325,184,82,2
2326,184,83,2
2327,184,85,2
2328,184,86,2
2329,184,95,2
2330,184,98,2
2331,184,115,2
2332,184,121,2
2333,184,125,3
2334,184,126,5
2335,184,134,2
2336,184,138,2
2337,184,139,3
2338,184,142,2
2339,184,144,3
2340,184,145,4
2341,184,150,2
2342,184,152,2
2343,184,154,2
2344,184,156,4
2345,184,164,2
2346,184,166,2
2347,184,167,2
2348,184,169,2
2349,184,178,4
2350,184,180,3
2351,184,181,5
2352,184,182,3
2353,184,183,2
2354,184,185,3
2355,184,187,2
2356,184,190,2
2357,184,193,2
2358,184,195,3
2359,184,209,4
2360,184,214,4
2361,184,215,2
2362,185,41,3
2363,185,65,3
2364,185,125,4
2365,185,126,3
2366,185,139,5
2367,185,144,3
2368,185,145,3
2369,185,150,3
2370,185,152,3
2371,185,156,3
2372,185,180,4
2373,185,181,4
2374,185,184,4
2375,185,209,3
2376,185,214,3
2377,186,70,4
2378,186,78,3
2379,186,81,3
2380,186,92,3
2381,186,93,3
2382,186,138,3
2383,186,141,3
2384,186,151,4
2385,186,156,4
2386,186,161,3
2387,186,165,3
2388,186,166,4
2389,186,168,4
2390,186,172,5
2391,186,174,3
2392,186,175,5
2393,186,176,3
2394,186,178,3
2395,186,188,3
2396,186,193,3
2397,187,24,3
2398,187,78,3
2399,187,81,4
2400,187,134,3
2401,187,138,3
2402,187,151,4
2403,187,161,3
2404,187,163,4
2405,187,168,4
2406,187,172,5
2407,187,173,4
2408,187,174,3
2409,187,175,5
2410,187,176,3
2411,187,186,5
2412,187,188,3
2413,187,190,3
2414,187,195,3
2415,188,73,3
2416,188,78,4
2417,188,81,3
2418,188,151,3
2419,188,168,4
2420,188,173,3
2421,188,174,4
2422,188,176,3
2423,188,187,3
2424,188,190,5
2425,188,195,3
2426,190,164,3
2427,190,168,4
2428,190,176,3
2429,190,188,4
2430,191,2,1
2431,191,6,1
2432,191,9,1
2433,191,69,1
2434,191,97,1
2435,191,100,1
2436,191,192,1
2437,192,40,3
2438,192,97,3
2439,192,117,3
2440,192,118,3
2441,192,120,3
2442,192,125,3
2443,192,171,3
2444,192,199,3
2445,193,48,3
2446,193,69,4
2447,193,125,3
2448,193,156,4
2449,193,166,3
2450,193,178,3
2451,193,209,3
2452,194,18,3
2453,194,71,3
2454,194,85,4
2455,194,89,3
2456,194,125,3
2457,194,142,3
2458,194,143,5
2459,194,156,3
2460,194,164,3
2461,195,71,3
2462,195,78,4
2463,195,80,3
2464,195,81,4
2465,195,126,5
2466,195,134,3
2467,195,144,5
2468,195,145,3
2469,195,165,4
2470,195,174,3
2471,195,176,5
2472,195,181,3
2473,195,184,5
2474,195,185,3
2475,195,188,3
2476,195,205,3
2477,195,209,4
2478,196,27,4
2479,196,38,4
2480,196,54,4
2481,196,78,3
2482,196,81,3
2483,196,91,3
2484,196,115,3
2485,196,143,3
2486,196,185,3
2487,197,6,3
2488,197,9,3
2489,198,31,4
2490,198,35,4
2491,198,107,3
2492,199,12,3
2493,199,19,3
2494,199,24,3
2495,199,32,3
2496,199,49,3
2497,199,73,3
2498,199,98,3
2499,199,117,4
2500,199,133,3
2501,199,179,3
2502,199,189,3
2503,200,2,3
2504,200,53,3
2505,200,102,3
2506,200,201,3
2507,201,17,4
2508,201,24,3
2509,201,54,5
2510,201,69,3
2511,201,72,5
2512,201,88,3
2513,201,89,4
2514,201,127,4
2515,201,132,5
2516,201,156,5
2517,201,179,3
2518,201,184,3
2519,201,194,3
2520,201,200,4
2521,202,66,3
2522,202,71,4
2523,202,134,3
2524,202,157,4
2525,202,205,4
2526,202,208,5
2527,202,210,5
2528,203,137,4
2529,203,155,3
2530,203,157,3
2531,203,205,3
2532,203,208,4
2533,203,210,3
2534,203,211,3
2535,204,27,4
2536,204,36,4
2537,204,51,3
2538,204,120,3
2539,204,131,3
2540,204,196,3
2541,205,66,2
2542,205,71,2
2543,205,81,2
2544,205,85,2
2545,205,134,5
2546,205,135,2
2547,205,138,2
2548,205,151,2
2549,205,157,4
2550,205,158,2
2551,205,164,2
2552,205,168,2
2553,205,174,3
2554,205,176,2
2555,205,188,3
2556,205,190,3
2557,205,195,3
2558,205,202,4
2559,205,208,2
2560,205,210,4
2561,206,87,4
2562,206,98,3
2563,206,110,3
2564,206,111,4
2565,206,112,5
2566,206,121,4
2567,206,129,4
2568,206,130,3
2569,206,207,5
2570,207,87,3
2571,207,100,3
2572,207,110,3
2573,207,111,3
2574,207,112,5
2575,207,121,4
2576,207,129,3
2577,207,130,3
2578,207,206,5
2579,208,107,3
2580,208,157,3
2581,208,202,3
2582,208,203,4
2583,208,205,3
2584,209,41,3
2585,209,62,3
2586,209,125,4
2587,209,139,3
2588,209,144,5
2589,209,145,3
2590,209,180,3
2591,209,181,4
2592,209,184,5
2593,209,185,3
2594,209,193,3
2595,210,66,3
2596,210,134,3
2597,210,157,4
2598,210,202,4
2599,210,205,3
2600,210,208,3
2601,211,69,1
2602,211,97,1
2603,211,108,3
2604,211,125,3
2605,211,130,3
2606,211,139,1
2607,211,140,3
2608,211,146,1
2609,211,156,3
2610,211,187,3
2611,211,203,5
2612,211,204,3
2613,212,44,3
2614,212,64,4
2615,212,65,3
2616,212,71,3
2617,212,85,3
2618,212,121,4
2619,212,144,4
2620,212,149,5
2621,212,150,5
2622,212,156,3
2623,212,178,3
2624,212,216,3
2625,213,13,3
2626,213,70,3
2627,213,71,4
2628,213,87,4
2629,213,111,3
2630,213,112,3
2631,213,119,3
2632,213,121,3
2633,213,129,3
2634,213,206,3
2635,213,207,3
2636,213,217,3
2637,214,41,3
2638,214,65,3
2639,214,139,4
2640,214,144,4
2641,214,145,3
2642,214,150,3
2643,214,180,3
2644,214,181,3
2645,214,184,4
2646,214,185,4
2647,215,41,3
2648,215,52,4
2649,215,61,3
2650,215,62,3
2651,215,70,3
2652,215,98,4
2653,215,131,3
2654,215,169,4
2655,216,64,3
2656,216,71,3
2657,216,121,3
2658,216,135,3
2659,216,149,4
2660,216,150,4
2661,216,156,3
2662,216,195,3
2663,216,212,4
2664,217,15,3
2665,217,112,3
2666,217,129,3
2667,217,130,3
2668,217,133,3
2669,217,137,3
2670,217,206,3
2671,217,207,3
