# source, target
1195,14384
1195,13504
1195,14073
1195,9590
1195,6717
1195,14385
1195,14386
1195,14387
1195,12574
1195,14388
1195,14389
1195,14390
1195,14391
1195,14392
1195,14393
1195,14038
1195,14039
1195,10101
1195,14394
1195,14395
1195,14396
1195,7824
1195,7825
1195,10608
1195,14397
1195,14398
1195,10611
1195,14399
1195,14400
1195,10612
1195,12621
1195,10647
1195,10613
1195,7826
1195,12178
1195,14401
1195,14402
1195,14403
1195,14045
1195,14404
1195,14046
1195,7828
1195,11126
1195,14405
1195,14406
1195,14407
1196,14378
1196,14379
1196,14380
1196,12344
1196,6839
1196,14381
1196,14382
1196,14383
1196,14384
1196,13504
1196,10314
1196,14073
1196,9590
1196,6717
1196,6765
1196,14389
1196,14390
1196,14391
1196,14392
1196,14393
1196,14038
1196,14039
1196,10101
1196,14394
1196,14395
1196,14396
1196,7824
1196,7825
1196,10608
1196,14397
1196,14398
1196,10611
1196,14399
1196,14400
1196,10612
1196,12621
1196,10647
1196,10613
1196,7826
1196,12178
1196,14401
1196,14120
1196,14402
1196,14403
1196,14045
1196,14404
1196,14046
1196,7828
1196,11126
1196,14405
1196,14406
1196,14407
1196,14386
1196,14387
1196,12574
1196,14388
1196,14357
1196,10293
1196,14358
1196,14359
1196,7628
1196,7627
1196,14360
1196,13665
1196,12047
1196,12048
1196,14361
1196,14362
1196,14363
1196,14364
1196,12869
1196,14365
1196,12875
1196,14366
1196,14367
1196,14368
1196,14369
1196,14370
1196,14371
1196,14372
1196,14373
1196,14374
1196,14375
1196,13668
1196,14376
1196,14377
1197,8487
1197,12814
1197,12027
1197,6577
1197,6988
1197,7793
1197,14408
1197,14409
1197,12028
1197,6989
1197,12029
1197,14410
1198,9092
1198,12061
1198,9095
1198,9104
1198,9108
1198,9109
1198,9110
1198,9112
1199,14411
1200,12022
1201,14412
1201,14413
1201,14414
1201,14415
1201,14416
1201,14417
1201,14418
1201,14419
1201,14420
1201,14421
1201,14422
1201,14423
1201,14424
1201,14425
1201,14426
1201,14427
1201,14428
1201,14429
1201,14430
1201,14431
1201,14432
1201,9581
1201,12531
1201,14433
1201,14434
1201,14435
1201,12237
1201,12238
1201,12532
1201,12533
1201,13734
1201,14436
1202,12531
1202,14437
1202,14438
1202,14433
1202,14439
1202,14434
1202,14435
1202,12532
1202,12533
1203,10352
1203,12044
1203,14440
1203,12831
1203,12853
1203,11823
1203,11824
1203,11825
1203,11826
1203,11827
1203,14342
1203,14441
1203,11959
1203,14442
1203,14443
1203,14444
1203,14343
1203,14344
1203,14445
1203,14446
1203,14447
1203,14448
1203,14449
1203,14349
1203,13923
1203,7807
1204,11942
1205,9837
1205,9841
1205,8964
1205,8336
1205,8625
1205,13780
1205,8630
1205,10757
1205,10763
1205,12828
1205,10765
1205,9867
1205,10766
1205,10767
1205,10768
1205,10656
1205,10769
1205,10771
1205,13781
1205,7660
1205,13605
1205,10773
1206,9815
1206,6513
1206,12824
1206,9869
1206,14450
1207,12571
1207,14451
1207,14452
1208,8829
1209,9771
1210,7004
1210,6997
1210,6999
1210,7003
1210,7005
1210,14453
1210,7006
1210,7007
1210,7008
1210,7010
1210,7011
1210,7015
1210,7017
1210,7022
1210,14454
1210,7024
1210,7026
1210,7027
1210,7030
1210,7031
1210,14455
1210,14456
1210,14457
1210,7034
1210,7035
1210,13856
1210,7059
1210,7062
1210,7070
1210,7072
1211,9749
1212,11565
1213,9223
1213,10333
1213,7739
1213,10338
1213,12154
1213,14458
1213,14299
1213,14459
1213,9310
1213,7750
1213,7751
1213,7752
1213,7757
1213,10348
1213,10822
1213,10349
1213,7074
1213,7075
1214,11088
1215,14460
1216,9281
1217,14461
1217,10681
1218,14462
1218,14463
1219,12486
1219,12488
1219,14217
1219,14218
1219,6725
1219,6726
1219,6727
1219,6729
1220,14464
1220,14465
1221,7656
1221,7657
1221,7658
1221,7659
1222,8759
1222,12780
1222,6756
1222,6757
1222,6758
1222,6759
1222,6760
1222,7822
1222,7633
1222,7634
1222,9217
1222,7635
1222,9219
1222,9220
1222,9471
1222,7653
1222,11789
1222,7124
1222,7125
1222,7126
1222,9225
1223,10466
1223,10464
1223,8862
1223,10467
1223,10083
1223,8924
1223,10469
1223,10470
1223,10472
1223,8178
1223,10176
1223,10501
1223,10475
1223,10478
1223,10480
1223,10481
1223,10483
1223,10840
1223,10490
1223,10487
1223,10489
1224,7743
1224,13768
1225,12055
1225,12056
1225,14066
1226,12553
1226,11381
1227,11381
1228,14324
1228,14325
1228,8281
1228,12970
1228,14326
1228,14327
1228,14466
1228,14467
1228,14468
1228,11185
1229,7520
1229,7517
1229,7518
1229,7519
1230,8338
1230,14469
1230,14470
1230,7233
1230,14471
1230,8395
1230,8597
1230,8598
1230,13114
1230,14472
1230,6495
1230,11282
1230,7602
1230,14473
1230,14474
1230,14475
1230,7943
1230,10148
1230,10149
1230,7353
1230,13236
1230,12089
1230,12090
1230,12091
1230,12092
1230,12093
1230,14476
1231,14476
1231,8667
1231,6910
1231,11490
1231,11491
1231,13338
1231,7875
1232,11180
1233,10065
1233,10066
1233,14477
1233,13882
1233,10158
1233,10159
1233,10160
1233,10161
1233,6825
1233,10162
1233,10164
1233,10165
1234,14478
1234,11043
1234,11044
1234,11045
1234,14479
1235,11820
1235,11821
1236,6985
1237,12546
1238,14480
1239,9227
1239,9228
1239,11790
1239,9229
1239,14481
1240,7362
1240,7363
1241,14482
1242,6778
1243,12493
1243,9293
1243,9304
1243,10162
1244,14483
1244,6921
1244,6922
1244,14484
1244,14485
1244,14486
1244,14487
1245,12806
1245,13533
1246,14488
1246,7160
1246,14489
1246,10125
1246,13218
1246,13219
1246,13224
1246,7981
1246,7983
1246,8954
1246,8955
1246,13230
1246,9005
1246,12464
1246,11467
1246,8000
1246,8001
1246,10060
1246,11772
1246,11773
1246,11774
1246,8956
1246,10063
1246,10134
1246,8958
1246,14490
1246,8030
1246,14491
1246,14492
1246,11575
1246,11576
1246,11577
1246,11578
1246,10560
1246,10561
1246,8132
1246,6645
1246,7793
1247,14493
1248,11646
1248,11649
1248,11653
1249,14494
1249,11925
1249,11926
1249,11893
1249,11894
1249,14495
1249,14496
1250,11946
1250,13479
1250,11948
1251,8848
1251,14497
1251,14498
1252,13662
1252,13663
1253,7141
1254,8677
1255,14499
1255,10082
1256,13074
1256,8369
1256,8370
1256,8371
1256,14500
1256,14501
1256,7571
1256,7572
1256,7574
1256,7575
1256,7576
1256,7174
1256,9217
1256,10063
1256,6769
1257,11971
1257,11973
1257,11974
1257,6579
1257,6580
1258,14502
1258,14503
1258,10559
1258,14504
1259,12109
1259,13499
1259,11174
1259,11176
1260,14505
1260,14318
1261,14506
1262,8489
1263,13774
1263,13775
1264,10843
1264,10846
1264,10847
1264,10848
1264,10849
1264,6879
1264,10850
1264,10851
1264,10852
1264,10853
1264,10854
1264,10855
1264,10856
1264,10857
1264,10858
1264,10859
1264,11702
1264,14507
1264,14508
1264,14509
1264,14510
1264,14511
1264,10860
1264,14512
1264,14513
1264,14514
1264,14515
1264,14516
1264,14517
1264,14518
1264,14519
1264,14520
1264,14521
1264,14522
1264,7831
1264,14523
1264,7474
1264,10863
1264,6881
1264,14524
1264,14525
1264,14526
1264,14527
1264,14528
1264,14529
1264,14530
1264,14531
1264,14532
1264,9638
1264,9639
1264,7482
1264,14533
1264,14534
1264,10864
1264,14535
1264,14536
1264,7488
1264,7489
1264,10210
1264,6883
1264,6884
1264,14537
1264,7496
1264,14538
1264,14539
1264,14540
1264,14541
1264,14542
1264,10873
1264,11225
1264,10898
1264,10874
1264,10875
1264,9667
1264,10878
1264,10879
1264,10880
1264,10881
1264,8822
1264,8794
1264,6886
1264,6887
1264,6888
1264,10882
1264,10886
1264,10887
1264,10888
1264,8345
1264,8347
1264,10889
1264,10891
1264,8923
1264,14543
1264,14544
1264,10894
1264,6495
1264,7108
1264,14545
1264,10895
1264,10893
1264,10896
1264,10897
1264,13178
1264,10505
1264,13192
1264,13193
1264,12741
1264,14546
1264,14547
1264,14548
1264,14549
1264,14550
1264,10899
1264,14551
1264,14552
1264,14553
1264,14554
1264,11283
1264,10294
1264,11284
1264,11138
1264,14555
1264,10516
1264,14225
1264,14226
1264,14227
1264,8866
1264,13788
1264,11144
1264,10900
1264,6853
1264,7676
1264,7677
1264,10903
1264,8022
1264,8023
1264,8024
1264,8805
1264,11151
1264,11152
1264,8025
1264,11154
1264,11155
1264,9007
1264,11156
1264,11157
1264,11158
1264,9008
1264,8030
1264,11159
1264,7693
1264,7694
1264,7695
1264,7699
1264,10325
1264,7701
1264,6832
1264,11161
1264,8553
1264,8554
1264,10772
1264,8779
1264,10773
1264,10774
1264,11163
1264,7103
1264,7104
1264,11164
1264,11166
1264,14556
1264,8103
1264,8104
1264,8105
1264,8108
1264,8109
1264,10087
1264,7189
1264,8111
1264,11488
1264,11167
1264,8780
1264,8781
1264,6552
1264,8112
1264,8116
1264,10334
1264,8446
1264,14557
1264,14558
1264,8119
1264,8120
1264,8121
1264,11492
1264,11493
1264,8122
1264,8123
1264,8124
1264,6857
1264,8125
1264,8126
1264,8127
1264,8128
1264,11495
1264,8129
1264,8132
1264,8133
1264,8134
1264,6635
1264,8135
1264,8136
1264,8138
1264,11498
1264,8139
1264,8140
1264,11501
1264,8141
1264,8142
1264,6951
1264,8144
1264,8145
1264,8146
1264,8147
1264,6952
1264,6636
1264,11504
1264,8153
1264,11812
1264,8154
1264,8156
1264,8157
1264,7755
1264,8159
1264,8460
1264,8162
1264,10907
1264,10908
1264,10909
1264,8171
1264,8174
1264,8829
1264,11171
1264,10910
1264,8175
1264,8176
1264,8177
1264,8181
1264,10911
1264,10912
1264,9232
1264,14559
1264,6831
1264,8721
1264,8722
1264,8723
1264,8724
1264,8726
1264,8727
1264,10913
1264,8728
1264,8729
1264,8730
1264,10914
1265,10377
1266,12877
1267,14560
1267,14254
1267,14561
1268,14562
1268,14563
1268,14564
1268,14565
1268,14566
1268,14567
1268,10373
1269,14568
1269,13893
1270,13884
1270,13726
1271,10623
1271,14569
1271,14570
1272,14571
1272,14572
1272,11112
1272,14573
1272,14574
1272,9795
1272,10651
1272,9566
1272,10949
1272,11014
1272,9592
1272,10950
1272,9796
1272,14575
1272,14576
1272,6619
1272,12434
1272,8884
1272,8885
1272,14577
1272,14578
1272,14579
1272,14580
1272,14581
1272,8894
1272,8895
1272,8897
1272,14582
1272,14583
1272,14584
1272,9738
1272,8901
1272,11998
1272,8902
1272,13707
1272,8903
1272,14585
1272,8904
1272,8905
1272,8906
1272,8907
1272,13819
1272,8909
1272,6542
1272,9799
1272,8911
1272,8912
1272,14586
1272,14587
1272,9800
1272,9572
1272,9801
1272,14588
1272,14589
1272,14590
1272,9802
1272,8918
1272,12262
1272,14591
1272,9803
1272,9804
1272,10972
1272,10973
1272,14592
1272,13319
1273,14592
1273,14593
1274,14592
1274,14593
1275,6716
1275,6717
1275,6718
1275,6721
1275,11503
1275,14594
1276,14488
1276,11578
1276,8692
1276,10134
1276,11572
1276,11573
1276,11574
1276,14491
1276,11575
1276,11576
1276,11577
1276,10560
1277,10486
1278,14332
1278,12119
1278,14333
1278,14334
1278,14335
1279,6777
1279,6776
1279,6780
1279,11699
1279,10395
1279,10532
1280,13755
1280,6851
1280,6852
1280,13756
1280,8806
1280,11709
1281,14595
1281,14445
1281,14596
1281,14597
1281,14446
1281,14447
1281,14448
1281,14449
1281,14294
1281,12189
1281,12190
1281,10341
1281,9911
1281,14598
1281,12771
1282,8137
1282,11497
1282,10581
1282,11499
1282,11501
1282,11502
1282,13765
1283,6802
1283,6556
1283,6557
1284,7243
1284,8019
1284,8020
1285,13732
1285,14599
1286,14600
1286,14601
1286,14602
1286,6994
1286,7171
1287,8862
1287,10501
1287,10478
1287,10479
1287,10480
1287,10483
1287,10840
1287,10176
1287,8036
1287,8255
1288,13780
1288,7550
1288,9854
1288,14352
1288,7642
1288,10302
1288,14603
1288,14604
1288,14605
1288,14606
1288,14607
1288,14608
1288,14609
1288,14610
1288,14611
1288,14612
1288,14613
1288,7399
1288,7400
1288,7401
1288,7402
1288,7403
1288,7404
1288,7405
1288,14614
1288,7406
1288,7407
1288,7408
1288,7409
1288,7410
1288,7411
1288,7412
1288,7414
1288,7415
1288,7416
1288,7417
1288,7418
1288,7419
1288,7420
1288,7421
1288,7422
1288,7423
1288,7424
1288,14615
1288,7425
1288,7426
1288,7427
1288,7428
1288,7429
1288,7430
1288,7431
1288,7432
1288,7433
1288,7434
1288,7435
1288,7436
1288,7437
1288,7438
1288,7439
1288,7440
1288,7441
1288,7442
1288,7443
1288,7444
1288,7445
1288,7446
1288,7447
1288,7448
1288,7449
1288,7450
1288,7451
1288,7452
1288,7540
1288,7256
1288,7453
1288,7454
1288,7455
1288,7456
1288,7457
1288,7458
1288,7459
1288,7460
1288,7461
1288,7462
1288,7463
1288,7464
1288,7465
1288,7466
1288,14234
1288,7470
1288,7471
1288,7472
1288,7473
1288,7474
1288,7475
1288,8269
1288,7476
1288,7477
1288,7478
1288,7479
1288,7480
1288,10209
1288,7334
1288,7335
1288,7142
1288,7143
1288,7481
1288,7482
1288,7483
1288,7484
1288,7144
1288,7485
1288,7145
1288,7146
1288,7486
1288,7487
1288,7488
1288,7489
1288,10210
1288,7147
1288,7148
1288,7149
1288,7490
1288,7491
1288,7492
1288,7493
1288,9242
1288,7494
1288,7495
1288,7496
1288,7497
1288,7498
1288,7499
1288,7500
1288,7501
1288,7502
1288,11225
1288,13028
1288,9575
1288,8854
1288,9813
1288,7503
1288,7504
1288,7505
1288,7506
1288,7507
1288,9814
1288,14616
1288,7508
1288,9815
1288,11251
1288,8499
1288,8500
1288,9816
1288,9817
1288,9818
1288,9819
1288,9820
1288,14617
1288,14618
1288,9822
1288,9823
1288,9824
1288,9825
1288,9826
1288,9827
1288,9828
1288,9829
1288,9830
1288,9831
1288,9832
1288,9833
1288,9834
1288,9835
1288,14619
1288,12431
1288,9837
1288,9839
1288,9840
1288,8336
1288,8964
1288,9841
1288,9842
1288,8625
1288,9843
1288,9844
1288,14139
1288,9845
1288,14620
1288,9847
1288,9849
1288,9848
1288,9850
1288,9851
1288,9852
1288,8627
1288,9853
1288,9855
1288,9856
1288,9857
1288,14140
1288,9858
1288,14141
1288,9859
1288,9860
1288,8521
1288,9080
1288,9081
1288,12684
1288,8626
1288,8690
1288,8687
1288,8824
1288,14143
1288,9861
1288,9862
1288,9863
1288,9864
1288,11048
1288,14145
1288,7536
1288,7537
1288,10246
1288,7538
1288,7539
1288,7234
1288,6837
1288,7549
1288,7554
1288,7555
1288,7556
1288,7557
1288,14148
1288,10755
1288,8825
1288,11049
1288,11050
1288,10756
1288,7560
1288,7154
1288,8628
1288,8629
1288,8630
1288,10757
1288,14151
1288,10045
1288,10758
1288,10759
1288,10760
1288,14153
1288,10761
1288,10762
1288,10763
1288,6495
1288,14154
1288,6534
1288,13148
1288,8408
1288,12828
1288,14155
1288,13875
1288,7570
1288,10764
1288,8928
1288,9090
1288,9091
1288,14156
1288,14157
1288,10765
1288,9867
1288,6756
1288,12767
1288,8694
1288,6604
1288,6605
1288,6606
1288,6608
1288,6609
1288,6610
1288,6611
1288,6612
1288,6613
1288,6614
1288,6615
1288,6616
1288,7116
1288,10200
1288,14285
1288,14164
1288,9102
1288,9103
1288,8695
1288,12176
1288,10767
1288,10768
1288,14621
1288,7594
1288,7595
1288,7596
1288,7598
1288,7599
1288,7600
1288,7601
1288,7602
1288,7603
1288,7604
1288,7606
1288,7607
1288,7608
1288,7609
1288,7828
1288,7612
1288,7613
1288,7614
1288,7615
1288,14622
1288,7617
1288,7618
1288,7619
1288,11943
1288,7620
1288,7621
1288,7622
1288,10292
1288,14623
1288,9732
1288,10293
1288,7623
1288,7624
1288,7625
1288,7626
1288,7627
1288,7628
1288,7629
1288,10294
1288,7630
1288,7631
1288,8523
1288,14173
1288,7632
1288,7633
1288,7634
1288,10299
1288,7635
1288,10300
1288,7636
1288,7637
1288,7638
1288,7639
1288,7640
1288,7641
1288,7643
1288,6946
1288,10303
1288,6947
1288,7644
1288,9874
1288,9873
1288,9875
1288,9876
1288,12782
1288,12783
1288,9877
1288,9878
1288,7398
1288,7645
1288,7646
1288,7647
1288,7648
1288,7649
1288,7650
1288,7651
1288,7652
1288,7653
1288,7654
1288,7655
1288,7656
1288,9284
1288,7657
1288,7658
1288,7659
1288,7660
1288,6840
1288,6842
1288,7661
1288,7662
1288,7663
1288,7664
1288,7665
1288,7666
1288,7667
1288,7668
1288,7669
1288,7670
1288,7671
1288,7672
1288,7158
1288,14624
1288,7673
1288,7674
1288,7675
1288,7676
1288,7677
1288,11478
1288,13257
1288,7678
1288,7679
1288,7680
1288,14290
1288,7358
1288,7328
1288,7329
1288,7330
1288,7681
1288,8584
1288,14625
1288,9894
1288,7682
1288,10316
1288,10317
1288,6938
1288,14626
1288,8810
1288,7691
1288,14292
1288,10318
1288,10319
1288,10320
1288,10321
1288,7610
1288,10323
1288,10324
1288,7693
1288,8032
1288,7694
1288,7695
1288,7698
1288,7699
1288,7697
1288,7696
1288,9147
1288,8033
1288,7700
1288,7702
1288,7703
1288,7701
1288,13273
1288,7706
1288,7704
1288,7705
1288,7707
1288,7709
1288,7708
1288,10773
1288,10774
1288,10326
1288,10327
1288,6948
1288,6949
1288,7713
1288,7714
1288,7715
1288,7716
1288,7718
1288,7719
1288,7720
1288,7721
1288,7722
1288,7723
1288,7724
1288,8544
1288,8545
1288,14627
1288,8546
1288,8547
1288,14628
1288,9899
1288,14629
1288,7726
1288,14630
1288,9978
1288,10332
1288,7727
1288,6682
1288,6681
1288,7731
1288,7732
1288,7733
1288,7734
1288,7735
1288,7736
1288,7737
1288,10335
1288,10336
1288,10818
1288,9907
1288,7738
1288,7740
1288,7741
1288,7743
1288,10343
1288,10344
1288,10346
1288,11685
1288,10202
1288,7748
1288,7749
1288,8517
1288,8518
1288,8519
1288,8520
1288,12882
1288,12883
1288,9310
1288,7750
1288,11078
1288,7752
1288,10347
1288,8155
1288,7753
1288,7754
1288,7755
1288,8158
1288,8159
1288,8161
1288,8162
1288,7757
1288,10348
1288,14631
1288,7073
1288,10823
1288,11080
1288,10349
1288,7074
1288,8530
1288,10353
1288,10355
1288,11870
1288,11081
1288,11082
1288,12884
1288,12885
1288,12886
1288,12887
1288,12888
1288,12161
1288,7763
1288,10360
1288,8515
1288,9496
1288,10361
1288,14632
1288,7764
1288,6812
1288,12155
1288,10824
1288,6813
1288,7767
1288,6814
1288,6815
1288,8737
1288,7768
1288,6811
1288,7771
1288,7772
1288,14633
1288,14634
1288,14315
1288,10398
1288,7777
1288,7778
1288,7779
1288,7780
1288,8537
1288,10369
1288,9946
1288,8533
1288,7781
1288,6845
1288,6846
1288,8541
1288,6847
1288,8542
1288,7193
1288,7194
1288,7195
1288,7196
1288,14635
1288,14351
1288,13659
1288,11803
1288,13660
1288,13661
1288,7798
1288,10390
1288,10391
1289,7801
1290,7693
1291,7698
1292,7707
1292,7706
1292,7702
1293,7799
1294,10791
1294,10792
1295,14636
1296,11935
1296,7683
1296,14637
1296,14638
1296,14639
1297,8449
1297,8450
1297,7080
1297,6855
1297,6856
1298,10630
1298,12840
1298,14160
1298,12841
1298,12842
1298,11055
1298,12845
1298,12846
1298,14163
1298,9102
1298,9868
1298,12850
1298,12851
1298,12852
1298,9869
1298,14640
1298,14641
1298,10632
1298,12832
1298,12854
1298,12855
1298,12175
1298,12176
1298,10767
1298,12177
1298,10768
1298,6539
1298,10649
1298,10653
1298,9118
1298,12179
1298,12856
1298,11120
1298,12858
1298,12181
1298,12859
1298,8560
1298,6982
1298,6983
1298,12182
1298,9871
1298,12183
1298,12860
1298,10769
1298,10770
1298,12861
1298,12184
1298,12862
1298,8796
1298,11064
1298,11065
1298,10795
1298,10796
1298,10797
1298,10798
1298,7820
1298,7821
1298,10799
1298,14642
1298,13518
1298,11977
1298,13523
1298,13524
1298,12800
1298,13525
1298,11978
1298,11979
1298,14643
1298,10806
1298,13526
1298,13527
1298,12801
1298,7736
1298,12802
1298,12803
1298,12804
1298,10340
1298,12806
1298,13528
1298,12808
1298,11078
1298,13530
1298,13531
1298,13532
1298,7754
1298,12809
1298,13533
1298,13534
1298,13535
1298,6513
1298,6514
1298,14196
1298,12042
1298,14197
1298,12162
1298,9930
1298,10762
1298,14198
1298,14199
1298,14200
1298,14201
1298,10365
1298,13537
1298,13538
1298,13539
1298,7769
1298,14212
1298,14211
1298,12163
1298,13889
1298,13890
1298,13873
1298,13891
1298,13892
1299,13511
1300,14644
1300,9513
1301,14645
1301,6800
1302,14646
1302,14647
1302,14648
1302,12316
1303,9902
1303,9809
1303,9810
1303,9916
1303,9917
1303,9926
1303,9927
1303,9190
1303,9196
1303,9197
1303,9191
1303,9192
1303,9198
1303,9199
1303,9942
1304,14165
1305,14649
1305,9266
1305,9267
1305,9268
1305,9269
1305,9270
1305,9271
1305,9272
1305,9273
1305,9274
1305,9275
1305,12286
1305,14650
1305,8381
1305,14651
1306,14652
1306,14653
1306,12141
1306,12142
1306,7670
1306,14654
1306,9306
1306,14655
1306,9308
1306,14656
1307,9288
1307,9291
1307,9292
1308,8628
1308,13780
1308,13779
1308,8336
1308,14657
1308,8964
1308,9836
1308,9837
1308,8625
1309,14658
1309,13985
1309,10552
1309,7550
1309,14659
1309,9739
1309,6838
1309,9237
1309,9238
1309,9239
1309,14660
1309,8767
1309,14661
1309,14024
1309,13861
1309,13862
1309,9966
1309,10517
1309,10518
1309,10987
1309,8622
1309,14662
1309,9924
1309,12345
1310,14663
1310,14664
1311,6709
1312,12824
1312,9263
1312,11059
1312,7667
1312,11962
1313,11770
1314,11517
1315,11031
1315,7388
1315,7898
1315,14665
1316,11536
1316,11537
1317,12613
1318,14666
1318,14069
1318,9239
1318,14032
1318,13854
1318,14033
1318,10933
1318,10934
1318,14034
1318,14035
1318,14036
1318,14037
1318,12827
1318,7871
1318,7872
1318,7873
1318,14038
1318,14039
1318,10101
1318,14040
1318,14041
1318,14042
1318,11059
1318,12045
1318,12046
1318,12621
1318,14043
1318,13664
1318,13666
1318,10645
1318,7826
1318,14044
1318,9118
1318,14404
1318,14046
1318,14047
1318,14048
1318,14049
1318,14051
1318,14052
1318,14053
1318,14054
1318,14055
1318,14056
1318,13667
1318,14057
1318,14058
1318,14059
1318,14060
1318,7349
1318,7350
1318,14061
1318,14062
1318,10955
1318,14063
1318,13665
1318,12047
1318,12048
1318,12049
1318,12050
1318,12051
1318,10295
1318,10296
1318,10297
1318,12052
1318,11948
1318,12053
1318,12054
1318,12056
1318,14064
1318,14065
1318,7355
1318,7356
1318,7357
1318,12057
1318,13668
1318,14667
1318,14066
1318,12058
1318,12059
1318,14067
1318,14068
1318,9236
1318,9237
1318,9238
1318,13259
1318,7802
1318,10972
1318,10973
1318,14070
1318,14071
1318,14072
1318,12060
1318,14073
1318,14074
1318,9588
1318,9589
1318,9590
1318,14075
1318,6765
1318,11532
1318,11533
1318,11534
1318,11535
1318,11536
1318,11537
1318,11538
1318,11539
1318,11540
1318,11541
1318,10534
1318,10535
1318,11542
1319,11862
1320,9752
1320,6907
1320,6908
1320,6909
1321,14343
1321,14344
1321,14345
1322,11341
1323,14668
1323,14669
1323,14670
1323,11413
1323,14671
1323,14672
1323,14673
1323,14658
1323,13930
1323,8264
1324,10066
1324,10067
1324,10068
1325,12191
1325,12192
1325,12193
1326,8915
1326,8916
1327,12227
1327,12228
1328,8318
1328,11751
1329,14507
1329,12221
1329,6898
1329,6899
1329,6900
1329,6901
1329,6902
1329,6903
1329,6829
1329,6895
1330,12221
1330,6898
1330,6899
1330,6900
1330,14674
1330,14675
1330,12222
1330,14676
1330,6828
1330,6902
1330,14677
1330,14678
1330,14679
1330,14680
1330,6903
1330,14681
1330,12225
1330,14682
1330,6829
1330,13755
1330,6848
1330,13870
1330,13871
1330,6849
1330,13872
1330,6850
1330,6851
1330,6852
1331,8264
1332,14683
1332,14684
1332,14685
1333,8624
1334,8658
1334,8415
1334,8666
1335,13165
1335,14686
1336,13734
1336,13735
1336,7388
1336,12257
1336,12258
1336,12259
1336,12260
1336,7186
1336,7187
1336,7188
1336,12265
1336,12266
1336,12267
1336,12268
1337,8436
1338,11909
1339,10707
1339,10744
1340,10744
1340,10775
1341,8843
1341,8844
1341,9941
1342,10826
1342,10398
1342,7777
1342,7778
1342,7779
1343,14687
1344,8416
1344,14688
1344,8665
1344,14689
1344,7082
1344,7083
1344,11782
1344,7084
1344,7085
1344,7086
1344,7088
1344,7090
1344,7094
1344,7095
1344,7096
1345,11008
1346,6582
1346,14690
1346,14691
1346,14692
1346,8069
1346,6581
1346,14693
1346,14694
1346,14695
1346,12337
1346,7415
1346,8072
1346,14696
1346,7423
1346,14697
1346,14698
1346,14699
1346,8094
1346,14700
1346,14701
1346,14702
1346,14703
1346,7429
1346,7431
1346,14704
1346,8493
1346,8494
1346,14705
1346,14706
1346,14707
1346,14708
1346,14709
1346,14710
1346,14711
1346,14712
1346,8216
1346,14713
1346,14714
1346,14715
1346,10690
1346,14716
1346,14717
1346,14718
1346,14719
1346,14720
1346,7447
1346,14721
1346,14722
1346,14086
1346,14087
1346,14088
1346,10443
1346,10444
1346,14723
1346,14724
1346,14725
1346,14726
1346,14727
1346,14728
1346,8495
1346,8496
1346,8497
1346,14729
1346,14730
1346,12961
1346,14731
1346,14732
1346,14733
1346,7474
1346,14319
1346,14734
1346,14735
1346,14736
1346,14737
1346,8270
1346,14738
1346,14739
1346,14740
1346,14741
1346,14742
1346,14743
1346,14462
1346,14463
1346,14089
1346,14744
1346,14745
1346,14746
1346,14747
1346,14748
1346,14749
1346,14750
1346,11209
1346,8802
1346,14751
1346,14752
1346,14753
1346,8586
1346,8587
1346,8588
1346,14754
1346,14755
1346,14756
1346,14757
1346,14758
1346,14759
1346,14760
1346,11392
1346,11393
1346,11394
1346,11395
1346,11396
1346,11397
1346,11398
1346,11399
1346,11378
1346,11400
1346,13004
1346,11401
1346,11402
1346,11403
1346,11220
1346,11404
1346,11405
1346,11406
1346,11407
1346,11408
1346,11409
1346,11226
1346,7502
1346,7375
1346,7376
1346,11410
1346,11411
1346,11412
1346,7377
1346,7378
1346,7379
1346,11413
1346,10446
1346,10447
1346,8569
1346,11414
1346,11415
1346,11416
1346,8498
1346,11417
1346,11418
1346,11419
1346,11420
1346,11421
1346,12275
1346,11571
1346,14761
1346,14506
1346,7509
1346,11422
1346,11423
1346,11424
1346,11425
1346,8307
1346,8308
1346,11426
1346,14309
1346,14762
1346,14763
1346,14764
1346,14765
1346,14766
1346,12450
1346,12451
1346,14767
1346,13817
1346,14768
1346,14769
1346,14770
1346,11810
1346,11734
1346,11735
1346,14771
1346,11251
1346,12662
1346,9539
1346,11259
1346,10448
1346,12452
1346,12453
1346,14090
1346,14772
1346,8325
1346,8328
1346,9822
1346,7521
1346,11778
1346,12431
1346,14773
1346,12454
1346,14774
1346,14775
1346,14776
1346,14777
1346,14778
1346,14779
1346,14091
1346,14092
1346,14780
1346,14781
1346,8344
1346,8348
1346,10234
1346,14311
1346,14782
1346,14783
1346,10236
1346,10237
1346,8502
1346,11630
1346,13090
1346,13091
1346,13701
1346,13702
1346,13703
1346,8503
1346,9540
1346,9541
1346,12456
1346,11432
1346,11433
1346,13107
1346,10252
1346,8580
1346,14784
1346,14785
1346,10258
1346,11435
1346,14786
1346,11631
1346,14787
1346,14003
1346,14788
1346,14789
1346,14790
1346,11632
1346,12457
1346,11633
1346,12458
1346,9776
1346,10264
1346,11634
1346,14791
1346,7013
1346,12698
1346,7015
1346,14792
1346,11635
1346,14793
1346,11636
1346,11637
1346,12700
1346,13888
1346,11638
1346,7559
1346,7560
1346,12459
1346,10269
1346,10270
1346,10272
1346,14794
1346,14795
